"model","latent_dim","use_landmark_genes","batch_size","dense","residual","activation","optimizer","learning_rate","reduce_lr","warmup_lr","drop","epochs","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
"ae","8","1","256","978 978",TRUE,"tanh","sgd",0.0447671750434335,FALSE,TRUE,0.111817255923513,152,5.66324664514068,0.646776507901337,5.83288642643136,"1e-12",6.38736348856085,7.30824201477575,TRUE,8.38913056037912,8.98220531251889
"ae","128","1","32","978 978 978",TRUE,"sigmoid","rmsprop",0.059461503737631,FALSE,TRUE,0.381669011437311,207,5.27567655647778,2.64938116698922,6.51200541342259,"1e-10",1.90350105686909,2.84943369031767,FALSE,9.65847937690345,1.72778959267181
"ae","8","1","32","978 978 978 978 978",FALSE,"relu","adam",0.0181102567823462,FALSE,TRUE,0.490557321281615,356,3.90842823746762,4.22254590778733,1.15858200136805,"1e-10",5.58312647714637,7.41506721161888,FALSE,9.66649205666392,0.435831896124877
"ae","512","1","16","978 978 978 978",FALSE,"sigmoid","rmsprop",0.0840534338460955,FALSE,FALSE,0.0998498494430445,389,0.292293373158733,9.577310850835,7.71014313846361,"1e-14",7.12504023960356,1.88349754318711,FALSE,9.26001556851369,6.62465644345656
"ae","32","1","32","978 978 978",TRUE,"sigmoid","adam",0.0181922239757788,TRUE,FALSE,0.655793106475426,178,7.32318998243183,4.07230660511383,0.0783301902003586,"1e-12",5.14735358294934,8.96800223791273,FALSE,4.06399670202165,7.06741844076045
"ae","512","1","256","1500 500",FALSE,"tanh","adam",0.0263327781682613,FALSE,TRUE,0.0837343579416163,138,5.28498984690853,3.21564403204922,8.44103919025743,"1e-08",7.64393995899595,4.94770179915475,FALSE,8.26682014087274,6.18958701171523
"ae","512","1","32","978 978 978 978 978",TRUE,"tanh","rmsprop",0.0959458317374468,FALSE,FALSE,0.530128271120146,197,1.3728811180021,5.30969989484877,4.85473075397545,"1e-10",8.30001148581525,4.09589936269447,TRUE,4.4303278262053,4.69064762621034
"ae","128","1","256","978 978 978 978 978 978",TRUE,"sigmoid","rmsprop",0.0119583232164235,TRUE,FALSE,0.22358979293002,108,2.03061662486929,3.58946164280392,1.6316082287021,"1e-06",0.980472569352085,8.35832478776574,FALSE,5.59888947650393,2.72472754994225
"ae","128","1","256","1500 500",TRUE,"relu","rmsprop",0.0650269232914906,TRUE,TRUE,0.189486573565181,447,6.17369577222821,0.95278513883829,6.68121587265516,"1e-14",6.15775423034199,0.034280796579551,FALSE,2.96062216319944,1.50589437111911
"ae","32","1","64","978 978 978 978 978 978",TRUE,"relu","rmsprop",0.0387122102052404,FALSE,TRUE,0.656429711018305,344,7.28629845763424,2.98055710816207,4.42085968178231,"1e-06",3.84119393749661,7.7120024872676,FALSE,5.28147728482706,3.74593554566244
"ae","8","1","256","978 978 978 978 978",TRUE,"tanh","adam",0.0425926045134528,FALSE,TRUE,0.000517945676750969,400,7.67005679900623,9.26987637581058,4.8698118123319,"1e-08",4.53948209875807,1.39692842470482,TRUE,7.78969605752635,6.10715558741041
"ae","8","1","16","978 978 978 978",FALSE,"tanh","adam",0.0559806692541227,TRUE,FALSE,0.307892710673413,255,2.05822071536421,2.23409145579736,9.97802675756742,"1e-10",4.64131710909056,0.443730155545054,FALSE,5.72096959121397,2.17136507577662
"ae","32","1","16","978 978 978 978 978",TRUE,"tanh","rmsprop",0.0685164134208967,FALSE,TRUE,0.423926391314913,276,7.52859958372221,0.402697980809043,9.09309744896367,"1e-14",9.23272954745091,9.65969734037994,TRUE,2.60918899853243,6.55985509820655
"ae","128","1","32","1500 500",TRUE,"relu","sgd",0.0881812391502307,FALSE,TRUE,0.0777299823582172,332,1.41722865112797,4.5648195633948,3.22353942945367,"1e-08",5.74771159257339,1.0646582370135,TRUE,1.21936362558439,9.87643267642921
"ae","128","1","16","1500 500",FALSE,"tanh","sgd",0.0244598190761546,FALSE,TRUE,0.0679285022041295,483,3.10777725060663,3.19963190310554,5.47037977011641,"1e-14",8.00098010370144,4.43434407724882,TRUE,2.07513039837391,5.77669806062151
"ae","512","1","16","978 978 978 978",FALSE,"sigmoid","sgd",0.0787371526478611,TRUE,FALSE,0.782000042468158,180,9.13362591849421,4.55879816512491,3.60347080083098,"1e-10",5.18447753583506,8.75153663556208,TRUE,9.11790966269336,2.34167503949062
"ae","2","1","128","978 978",TRUE,"relu","rmsprop",0.0956602188551844,TRUE,FALSE,0.643942696466495,449,7.34429596548094,0.724155451936822,9.85424665417056,"1e-12",9.3579973170734,7.78421817764523,TRUE,3.81641730744513,3.49623783306485
"ae","2","1","16","978 978 978",TRUE,"sigmoid","sgd",0.0786079536819496,FALSE,FALSE,0.272129278477631,123,9.93317911714519,2.6502644801579,5.49887556170346,"1e-14",9.86377380265718,1.90008309314842,FALSE,2.08033716524723,4.30344026104651
"ae","2","1","128","978 978",FALSE,"relu","adam",0.0968274508999746,TRUE,TRUE,0.80605618338855,161,6.98061005575407,9.15520994519336,8.16068272022414,"1e-12",9.78227945016113,0.731493714173557,FALSE,6.71787455868535,4.64114934147565
"ae","2","1","32","978 978 978 978 978 978",FALSE,"relu","adam",0.0885945279916836,FALSE,TRUE,0.0486472969710245,253,5.57274783457842,8.83774749895651,3.12721767169191,"1e-06",6.99572424860935,6.03256655040895,TRUE,8.07931119264478,7.15022374450745
"ae","32","1","128","978 978 978 978 978 978",FALSE,"relu","rmsprop",0.0506492716516109,TRUE,FALSE,0.741126353986363,244,1.39106042476879,9.2601849862795,5.44575551288086,"1e-12",7.46818099657437,6.5402859621204,FALSE,7.09409415896368,9.16041639453077
"ae","32","1","512","978 978 978 978 978",FALSE,"relu","adam",0.000303206492735979,FALSE,FALSE,0.360986150012375,254,1.20542392382132,2.40052835005941,1.95300462745829,"1e-08",0.153019188308342,7.16228424128727,FALSE,3.96764334155399,9.64127715698743
"ae","128","1","128","978 978 978 978",TRUE,"tanh","rmsprop",0.0228495439732608,TRUE,FALSE,0.466415637552144,415,3.16104373003415,8.65065437051422,9.90005422333837,"1e-14",6.46667590330634,8.58271500061615,FALSE,9.29049484289582,8.22904539578285
"ae","8","1","128","1500 500",TRUE,"tanh","sgd",0.016988863981829,TRUE,FALSE,0.0686513791194535,476,9.90950159957879,3.60162466641659,4.36997470019152,"1e-12",2.73605466602984,3.20031079218257,FALSE,7.37484705329594,5.97530876590541
"ae","512","1","16","978 978 978 978",FALSE,"tanh","rmsprop",0.0487360693693141,TRUE,TRUE,0.264279247514857,430,5.11384205768333,9.97725534815577,8.34960283236694,"1e-10",9.09927941401872,7.75587663969374,TRUE,2.95317556235279,3.42777474935933
"ae","128","1","128","978 978 978 978 978 978",TRUE,"sigmoid","sgd",0.0858611116815858,FALSE,FALSE,0.761013002899569,399,9.52059892964901,8.34527475940963,5.26129410671885,"1e-08",1.40189598331658,9.98577553933719,FALSE,4.45861085835062,6.80854972273959
"ae","8","1","64","978 978",TRUE,"sigmoid","rmsprop",0.000684217261928286,FALSE,TRUE,0.563162401409342,381,3.88190849604713,9.25162716645512,3.48247542316443,"1e-14",6.55293473285074,4.4416008566902,TRUE,3.77723480318505,2.11207392112661
"ae","128","1","32","978 978",FALSE,"sigmoid","sgd",0.0454564527155928,TRUE,FALSE,0.0908782174288645,348,8.29884607299242,4.01558023559443,4.89793742317357,"1e-08",5.64720620123428,8.27548628685647,FALSE,2.53173845083191,5.59940191906259
"ae","2","1","512","978 978 978 978 978",FALSE,"tanh","adam",0.054919785570619,FALSE,TRUE,0.88954985905661,399,0.0465602697237057,6.16974797733287,7.59084407674265,"1e-06",0.694742768673811,1.20837493690196,TRUE,5.30389534721873,6.46491064570611
"ae","2","1","256","1500 500",TRUE,"relu","sgd",0.042274843192424,FALSE,FALSE,0.647055457722279,170,9.31985050542408,9.09007054689649,8.77237961673527,"1e-12",3.93957256368579,7.86933754717698,TRUE,6.53499498978146,8.45278500718355
"ae","2","1","16","1500 500",TRUE,"sigmoid","sgd",0.000109206795099803,TRUE,TRUE,0.110320271190419,421,8.45633016837817,6.66984692542017,5.41227071035537,"1e-10",5.95209326902378,9.38922913083574,FALSE,7.93985437466081,1.33990667133028
"ae","128","1","256","1500 500",FALSE,"relu","rmsprop",0.0882408086741509,TRUE,FALSE,0.656744592646847,320,5.95654423784797,3.61468069048566,2.68569086180301,"1e-14",3.46989958915085,3.0346274544741,TRUE,2.41234642632851,3.50129288676576
"ae","32","1","64","1500 500",TRUE,"tanh","sgd",0.0713484256734303,TRUE,TRUE,0.687237821208488,322,4.8803084405365,3.16361972914266,9.59188960642088,"1e-14",7.02903869854806,0.182717031358043,TRUE,2.20009510495105,4.63873257365317
"ae","8","1","32","1500 500",FALSE,"relu","sgd",0.0725549691772566,FALSE,FALSE,0.289962471122621,260,1.4339027128092,7.42660997711591,6.30388286242844,"1e-08",1.53947848681148,1.52941192773636,TRUE,8.7926987494662,9.60205973653474
"ae","8","1","16","978 978 978 978 978",FALSE,"relu","rmsprop",0.0828602855385342,FALSE,FALSE,0.0535719910072745,302,9.73527490903036,7.93290816868095,5.36990035686176,"1e-12",1.35755191198687,9.09280770287616,FALSE,8.10636015556062,3.17902521211561
"ae","32","1","64","978 978",TRUE,"relu","sgd",0.0282791535314283,FALSE,FALSE,0.753608941739425,393,3.64887476613036,4.40353255313245,7.93556829869514,"1e-12",9.21400874081303,6.51757046511862,TRUE,9.1864071876031,2.88819889793778
"ae","8","1","16","978 978",FALSE,"sigmoid","sgd",0.0251494716947068,TRUE,FALSE,0.697718131619075,468,5.59655161709623,8.01398239885677,5.33487551101018,"1e-06",8.5585185088375,6.79984251352609,FALSE,0.733651372489517,8.27923943346544
"ae","8","1","512","978 978 978 978 978 978",TRUE,"sigmoid","rmsprop",0.0103846364763544,FALSE,FALSE,0.53957353270225,405,1.48944168197265,7.27919187393337,2.97647857747623,"1e-12",7.76621457034095,5.55049388624611,FALSE,1.42251498920728,3.05658866316274
"ae","128","1","128","978 978 978 978",FALSE,"sigmoid","rmsprop",0.0295720501721216,FALSE,FALSE,0.231428175438847,117,7.84792568909404,7.52022912042759,7.40905456276261,"1e-10",8.39260491524906,0.534846717830515,TRUE,7.12668571411119,9.37005567089736
"ae","8","1","512","978 978 978 978",FALSE,"tanh","rmsprop",0.0567059139303469,TRUE,TRUE,0.170754320064036,414,6.95954671385236,2.51291380026713,4.0399196536222,"1e-10",7.28315635068182,4.0213642646512,TRUE,9.14369551726041,9.70487599768819
"ae","32","1","64","978 978 978 978",FALSE,"sigmoid","sgd",0.0146254675169633,FALSE,TRUE,0.165231249470869,103,5.91408004812211,4.09978379564139,0.207666208018782,"1e-08",3.86456285784228,5.24490180091467,FALSE,6.58893917337339,4.78340736204253
"ae","128","1","512","978 978 978 978 978 978",TRUE,"sigmoid","sgd",0.0176097445893423,TRUE,FALSE,0.719296684163553,381,5.55486629040173,6.3507836942338,0.174350185670191,"1e-06",5.56984465245183,5.59927027011639,FALSE,7.14828471179675,5.40352869132386
"ae","128","1","32","978 978 978 978 978",TRUE,"relu","adam",0.0293794410587384,TRUE,FALSE,0.531278534158284,131,9.97190641805465,2.62980767834475,7.6463312951813,"1e-12",6.41082971307835,9.3184603599261,FALSE,7.00565262575437,8.71027124431501
"ae","512","1","64","978 978",TRUE,"relu","sgd",0.0504228963133134,TRUE,FALSE,0.335348406049213,231,5.10839387268861,5.12928909753387,9.32554325863486,"1e-10",4.99984495917133,1.23176764278207,TRUE,8.40122656278264,7.05337617235964
"ae","8","1","64","978 978 978 978 978 978",TRUE,"tanh","rmsprop",0.0483778262279781,TRUE,FALSE,0.267707163688412,118,6.3633516092624,1.905244866439,7.95656819845783,"1e-06",8.79130162524503,7.13349012094433,TRUE,1.97385606302518,7.70668046404935
"ae","512","1","128","978 978 978 978",FALSE,"sigmoid","sgd",0.0816506983143137,TRUE,TRUE,0.565470557794639,393,1.94974519850536,6.00357750964943,2.64460661412799,"1e-08",3.12875710020694,8.49458805643837,TRUE,8.93824204379763,8.05091301604888
"ae","512","1","128","978 978 978 978",FALSE,"tanh","rmsprop",0.0896312494820721,FALSE,FALSE,0.123571568819275,353,1.02771391688883,2.8382038492182,4.67458978254697,"1e-06",0.566452858349379,9.21480426083086,FALSE,2.79779915085165,7.03192016468687
"ae","32","1","128","978 978 978 978",TRUE,"tanh","sgd",0.0946748942178564,TRUE,FALSE,0.351060688076913,118,4.23226719851368,5.91337151243288,3.34032467033248,"1e-12",1.49536803617357,8.57208343739505,FALSE,8.15670318940931,1.44962784513951
"ae","8","1","128","1500 500",FALSE,"sigmoid","sgd",0.0179957297955348,TRUE,TRUE,0.421134293494304,342,2.27996393963341,8.58447637978232,0.252355357713532,"1e-06",8.43307040722029,6.76219521572813,TRUE,6.56853390126269,0.830186848646123
"ae","512","1","256","1500 500",FALSE,"sigmoid","sgd",0.0300515779718673,TRUE,TRUE,0.333593150272756,110,9.2441762159937,7.16822705113639,7.19060485317372,"1e-14",4.95292205208912,3.67024630186497,FALSE,3.01939183802945,3.76609348032129
"ae","2","1","128","978 978 978 978",FALSE,"tanh","rmsprop",0.0354888368286228,FALSE,TRUE,0.45148674453611,289,9.34951001992596,5.07013537460374,4.40634555574274,"1e-14",2.00069548393567,2.4746679217217,TRUE,7.16753292562116,1.43758882351623
"ae","128","1","256","978 978",FALSE,"sigmoid","sgd",0.058105972185638,FALSE,TRUE,0.241140134666394,258,4.67225549177325,1.61634305070969,3.35990364994621,"1e-08",1.09951869232443,7.35127005191636,TRUE,0.30229292744943,3.63249391686723
"ae","512","1","32","1500 500",TRUE,"tanh","rmsprop",0.0052634520976358,FALSE,FALSE,0.52427285559189,222,7.54180783411031,6.68093876038685,4.33802061487455,"1e-06",0.73249971248021,5.37287839149591,FALSE,7.82588242816913,7.81737327453832
"ae","32","1","16","978 978",FALSE,"relu","adam",0.0075708010817193,FALSE,FALSE,0.64161465474494,101,7.83274983378516,5.77090888185004,0.788378750617849,"1e-12",6.09577442182778,7.31139197960263,TRUE,9.63258200730207,9.79876456236296
"ae","32","1","64","978 978 978 978 978",FALSE,"tanh","rmsprop",0.0691005638259898,TRUE,TRUE,0.0238746949192369,384,5.48803652639116,9.14919161269148,2.17479064015788,"1e-08",9.51846474608488,0.898760073563317,TRUE,8.44355118120234,9.78142282265172
"ae","2","1","256","978 978 978",FALSE,"tanh","sgd",0.0520698897618766,TRUE,TRUE,0.475730605739344,322,5.42717146156455,2.11621799602519,1.94642160806223,"1e-10",5.94370320888883,1.14939611751819,FALSE,1.6970264948585,6.28874787391142
"ae","8","1","256","978 978 978 978",TRUE,"tanh","adam",0.0129280810050626,FALSE,TRUE,0.486126581302076,227,5.60770914306453,6.36392037698472,5.64004915900528,"1e-08",4.12378308398384,6.63614374865894,TRUE,8.14319839968322,5.61342909794294
"ae","2","1","128","978 978",TRUE,"tanh","sgd",0.0386360757622401,TRUE,TRUE,0.349697412167082,317,2.98560148052175,8.21652900511794,9.57719887534738,"1e-12",6.58349551184285,6.77716748101404,FALSE,5.2734780009345,2.438655001602
"ae","512","1","64","978 978 978",TRUE,"sigmoid","adam",0.0672563732226693,TRUE,FALSE,0.338544936644181,317,4.73203612215778,9.43922840707292,2.28603444980457,"1e-08",0.845067223330443,7.95722658325569,TRUE,7.8071465271761,1.30044642985384
"ae","128","1","128","978 978 978 978",TRUE,"tanh","adam",0.0848540991458134,FALSE,TRUE,0.207108421212318,127,2.54073216102854,1.46290540421442,3.47203865953255,"1e-12",9.49212685762753,1.49416059883893,FALSE,7.21897721677518,4.72009256712166
"ae","8","1","256","978 978 978 978 978",TRUE,"tanh","rmsprop",0.000479373165454957,FALSE,FALSE,0.354317986615968,295,5.95325158763536,1.6570198816296,0.628893637527945,"1e-14",0.778780098180193,4.49586680834647,FALSE,2.65982671876659,6.98562189256273
"ae","32","1","64","978 978 978 978 978",TRUE,"relu","rmsprop",0.0101819276236783,TRUE,FALSE,0.0352761236135499,339,5.9300333967974,4.79833921933744,0.514064975091023,"1e-14",6.02294698459783,5.28624281428754,TRUE,6.36906977486336,2.39026517051054
"ae","8","1","16","978 978 978 978 978",FALSE,"sigmoid","sgd",0.01736279529714,FALSE,TRUE,0.731296261777275,268,8.5543417458807,2.84993809277576,5.42102148574195,"1e-14",6.99386824426868,6.52848696652683,TRUE,5.32487939152498,3.608777000382
"ae","2","1","64","978 978 978",TRUE,"relu","adam",0.0150831072125601,FALSE,FALSE,0.765723368855927,180,2.5665143891479,0.719729169469335,2.46519067889312,"1e-14",6.53682080671685,4.65136149130296,FALSE,3.21149674961347,2.49557675620826
"ae","8","1","32","978 978 978 978 978",FALSE,"sigmoid","rmsprop",0.00847268260333278,FALSE,FALSE,0.789592974475923,455,0.0354417384423578,7.49441350903979,6.41672124889796,"1e-06",7.39225913649944,6.6000474913232,FALSE,5.06848703153834,3.45400750169496
"ae","32","1","512","978 978 978 978 978 978",TRUE,"relu","rmsprop",0.057676164082202,TRUE,TRUE,0.847672116113396,403,1.12744927505328,3.73603745513435,3.93709836340975,"1e-10",4.03628158571942,8.55155113299377,FALSE,8.60679517723268,9.27996883499606
"ae","2","1","256","978 978",TRUE,"tanh","rmsprop",0.0773809190849678,TRUE,TRUE,0.894842745600559,259,0.48332168964169,1.29886764940712,3.07685519407969,"1e-12",4.07719375504066,7.85443463943084,FALSE,9.46147454323912,1.59895665977552
"ae","8","1","16","978 978",TRUE,"relu","sgd",0.0310436395698784,FALSE,FALSE,0.59234255073471,298,5.06002884576848,1.71753795972286,4.16728919986403,"1e-14",2.6980973676269,4.92421004737611,FALSE,9.43049970145132,0.233586292624103
"ae","8","1","16","1500 500",TRUE,"relu","rmsprop",0.0589378475054026,TRUE,FALSE,0.263397044522362,385,5.20778419359236,7.43129765827064,4.00690297876834,"1e-14",4.87302978720771,0.406529208623106,FALSE,1.86711960073478,0.738827694104856
"ae","32","1","64","978 978 978 978 978",FALSE,"tanh","rmsprop",0.0248255805923079,FALSE,FALSE,0.496270113404794,472,7.28367775396066,8.60724784513767,4.41160343714291,"1e-14",1.89460934778885,2.30516120050801,FALSE,1.66779672398335,7.91400608052443
"ae","128","1","256","978 978 978 978",TRUE,"tanh","adam",0.000857876472586827,FALSE,FALSE,0.438590130290715,477,6.31753857589221,7.31775712271137,5.32877871182631,"1e-06",6.28014796522354,1.31181477699662,FALSE,3.98395868425046,7.5603917334578
"ae","8","1","64","978 978 978 978 978 978",FALSE,"relu","sgd",0.0902247867399618,FALSE,TRUE,0.762549215282535,426,8.03991442017408,4.2381514221108,2.47341901907697,"1e-14",8.79767193258942,6.69549341890263,TRUE,4.0091010790487,9.06567924288852
"ae","32","1","16","978 978",FALSE,"sigmoid","adam",0.0831566963260482,FALSE,TRUE,0.292114677702205,434,5.6105053114371,1.43748595748573,5.64706516708597,"1e-12",8.70514144183899,2.85299885370419,FALSE,0.022183315279881,7.51677165713668
"ae","128","1","32","978 978 978 978 978 978",FALSE,"sigmoid","rmsprop",0.0570644076206057,TRUE,TRUE,0.436209807760001,308,1.71168266913588,5.20150646234027,9.53243549344363,"1e-14",3.9697641388532,5.21472508002771,FALSE,2.82915549881082,3.82389310534087
"ae","128","1","256","978 978",FALSE,"relu","adam",0.0428022510177336,TRUE,FALSE,0.704782117690716,346,0.644756130005178,3.02109376286225,8.97766201603692,"1e-08",0.831201530933308,8.07783342325012,TRUE,0.831267525899271,5.24640924916598
"ae","512","1","32","978 978 978 978 978",FALSE,"sigmoid","rmsprop",0.024586302919693,FALSE,FALSE,0.71121590862897,489,6.15560411959467,6.21195070884195,2.07347367794253,"1e-10",4.19070354825766,1.96347888136399,FALSE,9.80641919793917,6.2618222741227
